热功率,电功率,主回路1冷却剂流量,主回路2冷却剂流量,主回路1热管段冷却剂温度,主回路2热管段冷却剂温度,主回路1冷管段冷却剂温度,主回路2冷管段冷却剂温度,主回路1蒸汽发生器二次侧压力,主回路2蒸汽发生器二次侧压力,主回路1蒸汽发生器水位,主回路2蒸汽发生器水位,主回路1蒸汽发生器给水流量,主回路2蒸汽发生器给水流量,主回路1蒸汽发生器给水温度,主回路2蒸汽发生器给水温度,主回路1蒸汽发生器蒸汽出口流量,主回路2蒸汽发生器蒸汽出口流量,主回路1蒸汽发生器蒸汽出口温度,主回路2蒸汽发生器蒸汽出口温度,稳压器压力,稳压器水位,稳压器蒸汽空间温度,稳压器水空间温度
0.251331822,0.081566109,0.999261422,1,0.083532884,0.083530778,0.077052361,0.077049731,0.00012322,0.000119618,0.001402301,0.001403687,0.06633154,0.066060272,0.057356027,0.057355638,0.065633368,0.065484353,0.074427196,0.074386911,0.002730621,0,0.09771082,0.092001194
0.251339536,0.082434584,0.999214332,1,0.083524889,0.083523587,0.077046391,0.077043093,0.000123183,0.000119553,0.001401915,0.001403273,0.066488815,0.066237768,0.057345238,0.057344874,0.066539796,0.066386053,0.074420761,0.074380784,0.002731711,0,0.097596246,0.091994818
0.251424864,0.08324452,0.999494789,1,0.083546957,0.083544352,0.077066059,0.077064063,0.000122631,0.000119167,0.001402758,0.001404199,0.066541431,0.066278711,0.057377102,0.057376742,0.06585215,0.065705685,0.074432116,0.074393542,0.002731909,0,0.097672081,0.092017564
0.25140033,0.082520302,0.999317859,1,0.083536943,0.083536275,0.07705942,0.077058093,0.000123312,0.000119543,0.001402927,0.001404312,0.066338949,0.066069991,0.057378484,0.057378099,0.065333255,0.065181235,0.074433266,0.074391533,0.002731811,0,0.097674639,0.092007265
0.25133962,0.081647809,0.999150768,1,0.083523628,0.08352208,0.077046634,0.0770437,0.00012318,0.000119633,0.001402132,0.001403517,0.066293433,0.066019783,0.057354481,0.057354092,0.065471016,0.065321956,0.074420414,0.074380903,0.002730428,0,0.097632915,0.091991557
0.251327091,0.082080896,0.999222001,1,0.08353052,0.083528803,0.077052391,0.077048536,0.000123355,0.000119587,0.001401825,0.001403127,0.066469865,0.066214979,0.057347765,0.057347406,0.066402841,0.066247483,0.074428422,0.074386472,0.002731221,0,0.09760462,0.091997902
0.251379026,0.083264303,0.999418212,1,0.083544947,0.083543814,0.077065588,0.077062535,0.000122684,0.000119136,0.001402394,0.00140378,0.06655208,0.066282684,0.05737149,0.057371101,0.066077335,0.065925249,0.074432032,0.074393239,0.002732098,0,0.097694541,0.092013491
0.251295209,0.082664751,0.999144075,1,0.08352465,0.083523179,0.077046991,0.077045223,0.000123096,0.000119411,0.001402403,0.001403816,0.066394849,0.06611699,0.057369082,0.057368718,0.065382544,0.065236338,0.074420444,0.074379335,0.002730416,0,0.097618834,0.091990353
0.251258951,0.08176898,0.999246663,1,0.083535206,0.083532957,0.077056598,0.077055161,0.000123194,0.000119509,0.001402128,0.001403542,0.066282168,0.066008736,0.057365455,0.057365066,0.065408032,0.065254942,0.074431452,0.074390525,0.002731161,0,0.097605059,0.092000676
0.251287121,0.081845183,0.999368089,1,0.08354346,0.083542268,0.077065427,0.077064242,0.00012343,0.000119855,0.001402037,0.001403422,0.066433834,0.066165581,0.057358436,0.057358047,0.066210669,0.066060218,0.074440907,0.074400745,0.002731939,0,0.097686755,0.09201094
